Artist,Song,Comment
Methun SK,Kaari Naa Sanda,Superb ❤️
Methun SK,Kaari Naa Sanda,Love it 💜️
Methun SK,Kaari Naa Sanda,Literally a masterpiece 💐 🎊👏🎈💜
Methun SK,Kaari Naa Sanda,Mind-blowing 🤯 ❤️🥺
Methun SK,Kaari Naa Sanda,❤❤❤❤ just wow❤❤❤
Methun SK,Kaari Naa Sanda,Very creative. Superb ❤
Methun SK,Kaari Naa Sanda,Melody 🥺❤️💯👌
Methun SK,Kaari Naa Sanda,Masterpiece! Can’t stop listening to this ❤️😍
Methun SK,Kaari Naa Sanda,Truly a masterpiece ❤️🔥
Methun SK,Kaari Naa Sanda,wow !!!
Methun SK,Kaari Naa Sanda,Love this ♥️
Methun SK,Kaari Naa Sanda,masterpiece ♥️
Methun SK,Kaari Naa Sanda,Love this 😮❤❤❤
Methun SK,Kaari Naa Sanda,wow 😍
Methun SK,Kaari Naa Sanda,Another melodic Masterpiece !
Methun SK,Kaari Naa Sanda,Excellent ❤
Methun SK,Kaari Naa Sanda,Love this song 🫶
Methun SK,Kaari Naa Sanda,masterpiece ❤️😌🍃
Methun SK,Kaari Naa Sanda,WOW💎😍
Methun SK,Kaari Naa Sanda,Suber song🎧😑 good luck
Methun SK,Kaari Naa Sanda,Love it ❤️
Methun SK,Kaari Naa Sanda,What a Soulful Creation 🥺❤️✨️💆
Methun SK,Kaari Naa Sanda,Beautiful ❤️❤️
Methun SK,Kaari Naa Sanda,Masterpiece 🔥❤️
Methun SK,Kaari Naa Sanda,Love it🥺❤️
Methun SK,Kaari Naa Sanda,Best❤
Methun SK,Kaari Naa Sanda,This 🥺
Methun SK,Kaari Naa Sanda,Masterpiece 💀💫
Dinesh Gamage,Danena Thuru Maa ,wow
Dinesh Gamage,Danena Thuru Maa ,Please reply
Dinesh Gamage,Danena Thuru Maa ,😍❤️ wow
Dinesh Gamage,Danena Thuru Maa ,Before sunrise❤
Dinesh Gamage,Danena Thuru Maa ,Patta
Dinesh Gamage,Danena Thuru Maa ,This feel hit my heart so much ❤
Dinesh Gamage,Danena Thuru Maa ,Great song.its like dream.wish u all da best.keep it up✌✌
Dinesh Gamage,Danena Thuru Maa ,Favorite song
Dinesh Gamage,Danena Thuru Maa ,Superb Song❤🔥
Dinesh Gamage,Danena Thuru Maa ,This song take me to heaven 😇
Dinesh Gamage,Danena Thuru Maa ,All time favorite❤️✨
Dinesh Gamage,Danena Thuru Maa ,Best melody of the year.. period
Dinesh Gamage,Danena Thuru Maa ,Felt it❤
Dinesh Gamage,Danena Thuru Maa ,Superb ❤️
Dinesh Gamage,Danena Thuru Maa ,I love this song💗💗💗💗
Dinesh Gamage,Danena Thuru Maa ,My favorite ❤️❤️ song
Dinesh Gamage,Danena Thuru Maa ,feeling song ♥️🥺🎉
Dinesh Gamage,Danena Thuru Maa ,Best duet song ever ❤️❤️❤️🔥🔥🔥
Dinesh Gamage,Danena Thuru Maa ,K ❤ ❤ ❤ k
Dinesh Gamage,Danena Thuru Maa ,Favorite 🥺❤✨️
Dinesh Gamage,Danena Thuru Maa ,I miss my hub
Dinesh Gamage,Danena Thuru Maa ,Why you had to make it that much emotional?? 🥺 not fair. ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💙❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
Dinesh Gamage,Danena Thuru Maa ,Absolutely beautiful ♥️🥀
Dinesh Gamage,Danena Thuru Maa ,Its like a short movie ❤❤
Dinesh Gamage,Danena Thuru Maa ,❤ super
Dinesh Gamage,Danena Thuru Maa ,my favorite song 🥺❤️
Dinesh Gamage,Danena Thuru Maa ,Supper ❤😍🎉️
Dinesh Gamage,Danena Thuru Maa ,My pain killer song
Dinesh Gamage,Danena Thuru Maa ,❤❤❤;;Amazing ;;;;;;;
Dinesh Gamage,Danena Thuru Maa ,Felt 🥺💖
Dinesh Gamage,Danena Thuru Maa ,My favorite song 🔥💖
Dinesh Gamage,Danena Thuru Maa ,Good job. Keep it up.
Dinesh Gamage,Danena Thuru Maa ,🎵🎶♩❤🎧😊🤗BEAUTIFUL SONG💖❤🎶🎵
Dinesh Gamage,Danena Thuru Maa ,My favorite song🥺❤
Dinesh Gamage,Danena Thuru Maa ,So beautiful
Dinesh Gamage,Danena Thuru Maa ,Excellent
Dinesh Gamage,Danena Thuru Maa ,I hear this song always.....
Dinesh Gamage,Danena Thuru Maa ,Amazing voice
Dinesh Gamage,Danena Thuru Maa ,Forever favorite ❤️
Dinesh Gamage,Danena Thuru Maa ,patta 😀😀
Dinesh Gamage,Danena Thuru Maa ,Wow.... excellent
Dinesh Gamage,Danena Thuru Maa ,Best song
Dinesh Gamage,Danena Thuru Maa ,this is a crazy
Dinesh Gamage,Danena Thuru Maa ,Beast song🔥❤️
Dinesh Gamage,Danena Thuru Maa ,Wow 🥺
Dinesh Gamage,Danena Thuru Maa ,Nice song 😘😘😘
Dinesh Gamage,Danena Thuru Maa ,Real voice
Dinesh Gamage,Danena Thuru Maa ,Amazing voice
Dinesh Gamage,Danena Thuru Maa ,Wow🤐❤️
Dinesh Gamage,Danena Thuru Maa ,Addicted one 🥺💔❤
Dinesh Gamage,Danena Thuru Maa ,I most like this song
Dinesh Gamage,Danena Thuru Maa ,Amazing voice.....Good luck
Dinesh Gamage,Danena Thuru Maa ,Amazing voice...real voice....Good luck
Dinesh Gamage,Danena Thuru Maa ,super song
Dinesh Gamage,Danena Thuru Maa ,Absolutely beautiful ❤️❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,When I got sad This can make my mood happy ❤
Dinesh Gamage,Danena Thuru Maa ,"I feel her , i miss her ,"
Dinesh Gamage,Danena Thuru Maa ,Still love this ❤️❤️
Dinesh Gamage,Danena Thuru Maa ,Heart touching nice song
Dinesh Gamage,Danena Thuru Maa ,I like it very much
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,Superb ♥️
Dinesh Gamage,Danena Thuru Maa ,Wonderful Song 💓🤩💓
Dinesh Gamage,Danena Thuru Maa ,Addicted ❤
Dinesh Gamage,Danena Thuru Maa ,Wow.....😍😍😍😍😍😍😍
Dinesh Gamage,Danena Thuru Maa ,Every day i listening 🎶 ❤️
Dinesh Gamage,Danena Thuru Maa ,Love this😍💖
Dinesh Gamage,Danena Thuru Maa ,Beautiful 👍
Dinesh Gamage,Danena Thuru Maa ,Love this Song Much 🥺👌🏻
Dinesh Gamage,Danena Thuru Maa ,Of course still a hit....good humour as well...!!
Dinesh Gamage,Danena Thuru Maa ,So.... Beautiful... Best song..
Dinesh Gamage,Danena Thuru Maa ,Super
Dinesh Gamage,Danena Thuru Maa ,Addicted to this this song🥺❤️
Dinesh Gamage,Danena Thuru Maa ,Again i feel song ❤️🥺
Dinesh Gamage,Danena Thuru Maa ,Singer at heart
Dinesh Gamage,Danena Thuru Maa ,again and again 🥺❤️
Dinesh Gamage,Danena Thuru Maa ,Good luck.Good combination.... lovely.
Dinesh Gamage,Danena Thuru Maa ,Best ever 🙂🖤✨️
Dinesh Gamage,Danena Thuru Maa ,Heart touching song❤️
Dinesh Gamage,Danena Thuru Maa ,Ever loving song ❤️
Dinesh Gamage,Danena Thuru Maa ,Wow nice
Dinesh Gamage,Danena Thuru Maa ,My best song🥺🥺🥺
Dinesh Gamage,Danena Thuru Maa ,Master piece 🔥🔥🔥🔥🔥🔥....
Dinesh Gamage,Danena Thuru Maa ,Heart touching song❤️ 😍
Dinesh Gamage,Danena Thuru Maa ,favorite ❤️
Dinesh Gamage,Danena Thuru Maa ,How many times I am listening to this song.. never had enough. All the best for your journey…👍
Dinesh Gamage,Danena Thuru Maa ,Absolutely amazing 🥺😍🌹
Dinesh Gamage,Danena Thuru Maa ,🧸 Still listening ... ❤
Dinesh Gamage,Danena Thuru Maa ,Heart touching💔😍
Dinesh Gamage,Danena Thuru Maa ,A innocent and loving request for deep love.
Dinesh Gamage,Danena Thuru Maa ,I love this song
Dinesh Gamage,Danena Thuru Maa ,Amazing song. Love it 💗
Dinesh Gamage,Danena Thuru Maa ,Addicted ❤
Dinesh Gamage,Danena Thuru Maa ,S
Dinesh Gamage,Danena Thuru Maa ,Amazing 😻
Dinesh Gamage,Danena Thuru Maa ,GeNe💞
Dinesh Gamage,Danena Thuru Maa ,very beautiful song I like this song 👍♥️
Dinesh Gamage,Danena Thuru Maa ,What a amazing combination 😍
Dinesh Gamage,Danena Thuru Maa ,patta
Dinesh Gamage,Danena Thuru Maa ,Love it..❤️
Dinesh Gamage,Danena Thuru Maa ,Best😍
Dinesh Gamage,Danena Thuru Maa ,Beautiful song I like this song 👍♥️💞
Dinesh Gamage,Danena Thuru Maa ,Absolutely beautiful 💕
Dinesh Gamage,Danena Thuru Maa ,Superb ❤️🔥
Dinesh Gamage,Danena Thuru Maa ,This is absolutely amazing ❤
Dinesh Gamage,Danena Thuru Maa ,Wow wow 👏😍
Dinesh Gamage,Danena Thuru Maa ,out of this world... ❤
Dinesh Gamage,Danena Thuru Maa ,Absolutely very beautiful song....♥️😘😌
Dinesh Gamage,Danena Thuru Maa ,Z☘️l 🔥❤️🔥
Dinesh Gamage,Danena Thuru Maa ,Still 🥰
Dinesh Gamage,Danena Thuru Maa ,I feel it ❤️✨️🙈🍃
Dinesh Gamage,Danena Thuru Maa ,Very beautiful song❤️
Dinesh Gamage,Danena Thuru Maa ,So beautiful
Dinesh Gamage,Danena Thuru Maa ,Love the Voice ❤️ and a Heart touching Song❤️
Dinesh Gamage,Danena Thuru Maa ,Keep it up ❤❤❤❤❤
Dinesh Gamage,Danena Thuru Maa ,still the best song
Dinesh Gamage,Danena Thuru Maa ,love this song so much
Dinesh Gamage,Danena Thuru Maa ,Nice song
Dinesh Gamage,Danena Thuru Maa ,This is absolutely superb .love this ❤❤❤
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,Perfect 💯 I love it 👍👍
Dinesh Gamage,Danena Thuru Maa ,Beautiful song.
Dinesh Gamage,Danena Thuru Maa ,addicted....
Dinesh Gamage,Danena Thuru Maa ,Beautiful ....all the best ...👍
Dinesh Gamage,Danena Thuru Maa ,Feeling 🙂❤️
Dinesh Gamage,Danena Thuru Maa ,It’s so beautiful 😍 😢
Dinesh Gamage,Danena Thuru Maa ,Wow❤️❤️
Dinesh Gamage,Danena Thuru Maa ,My Best Singer ❤️‍🔥😘❤
Dinesh Gamage,Danena Thuru Maa ,Best voice
Dinesh Gamage,Danena Thuru Maa ,😪😪😪💖💖💖💖💖🙏respect from 🇱🇰 living out of the motherland
Dinesh Gamage,Danena Thuru Maa ,Who is still listening to this masterpiece
Dinesh Gamage,Danena Thuru Maa ,Super song
Dinesh Gamage,Danena Thuru Maa ,Amazing song 🥵😍
Dinesh Gamage,Danena Thuru Maa ,Very Very beautiful heart touching song....🎶🎵
Dinesh Gamage,Danena Thuru Maa ,Heart touching song ❤️❤️ good job ❤️ Respect 😍
Dinesh Gamage,Danena Thuru Maa ,Wow my favorite song ❤️❤️❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,Beautiful song 😘😘
Dinesh Gamage,Danena Thuru Maa ,Feeling voice ........❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,Very beautiful 😍 heart touching song 😔
Dinesh Gamage,Danena Thuru Maa ,This song deserve more.
Dinesh Gamage,Danena Thuru Maa ,my favorite voice
Dinesh Gamage,Danena Thuru Maa ,After Voice ♥💪
Dinesh Gamage,Danena Thuru Maa ,AMAZING
Dinesh Gamage,Danena Thuru Maa ,Heart touching
Dinesh Gamage,Danena Thuru Maa ,Again 💛🖤💛
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,I’m addicted to this!
Dinesh Gamage,Danena Thuru Maa ,I love this song too mutch
Dinesh Gamage,Danena Thuru Maa ,wow
Dinesh Gamage,Danena Thuru Maa ,Addicted 🥰❤️
Dinesh Gamage,Danena Thuru Maa ,So heart touching 💗👏
Dinesh Gamage,Danena Thuru Maa ,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Beautiful melody
Dinesh Gamage,Danena Thuru Maa ,Love it❤️
Dinesh Gamage,Danena Thuru Maa ,Waw ❤️😍❤️
Dinesh Gamage,Danena Thuru Maa ,❤️❤️❤️ nice
Dinesh Gamage,Danena Thuru Maa ,Its amazing
Dinesh Gamage,Danena Thuru Maa ,Wow 😃😃
Dinesh Gamage,Danena Thuru Maa ,Feeling💛🥺
Dinesh Gamage,Danena Thuru Maa ,Great 💪❤️
Dinesh Gamage,Danena Thuru Maa ,Wow this is awesome 😍😍
Dinesh Gamage,Danena Thuru Maa ,Perfect 🤙
Dinesh Gamage,Danena Thuru Maa ,Super
Dinesh Gamage,Danena Thuru Maa ,Miss you 🥺
Dinesh Gamage,Danena Thuru Maa ,Go silver button brother 🖤
Dinesh Gamage,Danena Thuru Maa ,My most favorite song ever❤️❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,Superb song ❤️🖤❤️🖤❤️💕🖤
Dinesh Gamage,Danena Thuru Maa ,nice song
Dinesh Gamage,Danena Thuru Maa ,Maru ♥️
Dinesh Gamage,Danena Thuru Maa ,No love no luck no happiness
Dinesh Gamage,Danena Thuru Maa ,Single feeling 😌
Dinesh Gamage,Danena Thuru Maa ,Amazing song and voice ❤️❤️❤️❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,Brilliant one best superb
Dinesh Gamage,Danena Thuru Maa ,A Heart Felt Song ❤super👌
Dinesh Gamage,Danena Thuru Maa ,Good Job.Keep It Up
Dinesh Gamage,Danena Thuru Maa ,This song like a alcohol 🍸😉what a feeling..
Dinesh Gamage,Danena Thuru Maa ,pain killer ❤❤❤
Dinesh Gamage,Danena Thuru Maa ,A beautiful heart touching song.
Dinesh Gamage,Danena Thuru Maa ,Heart touching song 🖤🖤❤️🖤😌
Dinesh Gamage,Danena Thuru Maa ,Very heart touching and feel full song.
Dinesh Gamage,Danena Thuru Maa ,I love this song
Dinesh Gamage,Danena Thuru Maa ,Super 💕
Dinesh Gamage,Danena Thuru Maa ,Love this song ❤️
Dinesh Gamage,Danena Thuru Maa ,Superb😍
Dinesh Gamage,Danena Thuru Maa ,Like you and me 😢😢😢😢
Dinesh Gamage,Danena Thuru Maa ,So beautiful song very sensitive ❤️🌸
Dinesh Gamage,Danena Thuru Maa ,My story.🖤
Dinesh Gamage,Danena Thuru Maa ,wow .I like this song
Dinesh Gamage,Danena Thuru Maa ,Damn 🤧❤️
Dinesh Gamage,Danena Thuru Maa ,Super
Dinesh Gamage,Danena Thuru Maa ,The best ❤❤❤❤
Dinesh Gamage,Danena Thuru Maa ,Superb
Dinesh Gamage,Danena Thuru Maa ,Addicted 🥰
Dinesh Gamage,Danena Thuru Maa ,Nice Song💗
Dinesh Gamage,Danena Thuru Maa ,My favorite song❤️
Dinesh Gamage,Danena Thuru Maa ,wow so beautiful song i love it
Dinesh Gamage,Danena Thuru Maa ,heart touching song.. nice
Dinesh Gamage,Danena Thuru Maa ,❤️ song of life ❤️💖
Dinesh Gamage,Danena Thuru Maa ,still best song🖤
Dinesh Gamage,Danena Thuru Maa ,Feel🤗
Dinesh Gamage,Danena Thuru Maa ,Wow❤️❤️❤️👈👈👈
Dinesh Gamage,Danena Thuru Maa ,Wow😍
Dinesh Gamage,Danena Thuru Maa ,Fantastic remake
Dinesh Gamage,Danena Thuru Maa ,I love this song❤️
Dinesh Gamage,Danena Thuru Maa ,Life is like a song
Dinesh Gamage,Danena Thuru Maa ,Perfect Combination 👌🌟
Dinesh Gamage,Danena Thuru Maa ,And it took me so long to come across this song 🥺❤ <b>ugh</b>
Dinesh Gamage,Danena Thuru Maa ,No more word
Dinesh Gamage,Danena Thuru Maa ,One year later still love the song 😍❤
Dinesh Gamage,Danena Thuru Maa ,Super👍👍👍
Dinesh Gamage,Danena Thuru Maa ,painkiller for my heart
Dinesh Gamage,Danena Thuru Maa ,Any caller tune in any network
Dinesh Gamage,Danena Thuru Maa ,❤️❤️❤️love
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,Addicted
Dinesh Gamage,Danena Thuru Maa ,super
Dinesh Gamage,Danena Thuru Maa ,Best
Dinesh Gamage,Danena Thuru Maa ,Addicted to this ❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,PERFECT SUPER
Dinesh Gamage,Danena Thuru Maa ,Right through the heart 💔
Dinesh Gamage,Danena Thuru Maa ,life song ♥️
Dinesh Gamage,Danena Thuru Maa ,Super 💗
Dinesh Gamage,Danena Thuru Maa ,Very nice song ❤️♥️
Dinesh Gamage,Danena Thuru Maa ,Feeling 🥺💔
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,A heart touching song😍❤️
Dinesh Gamage,Danena Thuru Maa ,Heart touching song ever ❤️
Dinesh Gamage,Danena Thuru Maa ,Super ❤️❤️❤️❤️❤️❤️❤️❤️👍👍👍
Dinesh Gamage,Danena Thuru Maa ,Pure love ❤️
Dinesh Gamage,Danena Thuru Maa ,Hell yeah am always in love with this song ♥️🌹
Dinesh Gamage,Danena Thuru Maa ,Still listening this awesome song.
Dinesh Gamage,Danena Thuru Maa ,Wow nice one:)
Dinesh Gamage,Danena Thuru Maa ,daily attendance
Dinesh Gamage,Danena Thuru Maa ,Heart melted🥺❤️🔥
Dinesh Gamage,Danena Thuru Maa ,So nice😍
Dinesh Gamage,Danena Thuru Maa ,Patta😍😍😇🥰
Dinesh Gamage,Danena Thuru Maa ,Literally this is awesome and so sensual... perfect 👌
Dinesh Gamage,Danena Thuru Maa ,Speechless 😘😘😘
Dinesh Gamage,Danena Thuru Maa ,Wow 😯
Dinesh Gamage,Danena Thuru Maa ,Superb💖😍
Dinesh Gamage,Danena Thuru Maa ,Best ❤❤❤
Dinesh Gamage,Danena Thuru Maa ,Best song ❤❤
Dinesh Gamage,Danena Thuru Maa ,Superb 😍
Dinesh Gamage,Danena Thuru Maa ,Oh! THAT PAIN... Relatable
Dinesh Gamage,Danena Thuru Maa ,Patta broo❤
Dinesh Gamage,Danena Thuru Maa ,My lovely song
Dinesh Gamage,Danena Thuru Maa ,This music make me heal😌🌸
Dinesh Gamage,Danena Thuru Maa ,😢Sad moment
Dinesh Gamage,Danena Thuru Maa ,Super heart touching song....
Dinesh Gamage,Danena Thuru Maa ,What a song amazing
Dinesh Gamage,Danena Thuru Maa ,whoever is sad. I hope u get what u want
Dinesh Gamage,Danena Thuru Maa ,nice
Dinesh Gamage,Danena Thuru Maa ,Addicted to this song
Dinesh Gamage,Danena Thuru Maa ,L
Dinesh Gamage,Danena Thuru Maa ,Thank you❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,patta😏👌👌👌
Dinesh Gamage,Danena Thuru Maa ,I don’t know why i too late to hear this wonderful song...🎼 good job and addicted 🎉❤️
Dinesh Gamage,Danena Thuru Maa ,I like song ❤️
Dinesh Gamage,Danena Thuru Maa ,Great song and video clip. very professional
Dinesh Gamage,Danena Thuru Maa ,Super ❤️
Dinesh Gamage,Danena Thuru Maa ,❤Heart touching ❤
Dinesh Gamage,Danena Thuru Maa ,Good luck
Dinesh Gamage,Danena Thuru Maa ,K
Dinesh Gamage,Danena Thuru Maa ,Love this song forever ❤🖤
Dinesh Gamage,Danena Thuru Maa ,My heart is break
Dinesh Gamage,Danena Thuru Maa ,Superb machan 😍😍😍
Dinesh Gamage,Danena Thuru Maa ,Love this song
Dinesh Gamage,Danena Thuru Maa ,Nice song
Dinesh Gamage,Danena Thuru Maa ,Super♥
Dinesh Gamage,Danena Thuru Maa ,Superb 👌🏻♥️
Dinesh Gamage,Danena Thuru Maa ,Beautiful song
Dinesh Gamage,Danena Thuru Maa ,Nice👌👌👌
Dinesh Gamage,Danena Thuru Maa ,what a song
Dinesh Gamage,Danena Thuru Maa ,Super 😔😔😔😔👍👍👍👍👍
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,It s beautiful song with sad..... it s felt deep of heart ..... what a nice song
Dinesh Gamage,Danena Thuru Maa ,Love it ❤️🙏✌️✌️✌️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,Completely mad got mad on dis. ❤️
Dinesh Gamage,Danena Thuru Maa ,Her hair on point ❤️
Dinesh Gamage,Danena Thuru Maa ,who is unlike
Dinesh Gamage,Danena Thuru Maa ,Wow 😘😘😘super song.
Dinesh Gamage,Danena Thuru Maa ,Heart touching melody 🥰😘
Dinesh Gamage,Danena Thuru Maa ,Super ❤️❤️❤️
Dinesh Gamage,Danena Thuru Maa ,My favorite❤️❤️❤️ love this song
Dinesh Gamage,Danena Thuru Maa ,Love it 💚
Dinesh Gamage,Danena Thuru Maa ,I like this song
Dinesh Gamage,Danena Thuru Maa ,Heart touching song..Good luck!!
Dinesh Gamage,Danena Thuru Maa ,I Really Love This Song....
Dinesh Gamage,Danena Thuru Maa ,Wow❤😍❤💜💚❤❤❤💚💕💓💕💕💓💕💕💕💕💕💕💕💓💓💖💞💌💌💌💌💌💖
Dinesh Gamage,Danena Thuru Maa ,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍love it
Dinesh Gamage,Danena Thuru Maa ,Super song
Dinesh Gamage,Danena Thuru Maa ,Superb 🌼
Dinesh Gamage,Danena Thuru Maa ,Absolutely Stunning 😍👌
Dinesh Gamage,Danena Thuru Maa ,wow
Dinesh Gamage,Danena Thuru Maa ,heart touching song 🥰
Dinesh Gamage,Danena Thuru Maa ,❤❤ heart touching ❤❤
Dinesh Gamage,Danena Thuru Maa ,Waw😂
Dinesh Gamage,Danena Thuru Maa ,❤ N+D ❤
Dinesh Gamage,Danena Thuru Maa ,Absolutely beautiful song🎶🎶🎵
Dinesh Gamage,Danena Thuru Maa ,Gosh I love this song!!!
Dinesh Gamage,Danena Thuru Maa ,R
Dinesh Gamage,Danena Thuru Maa ,sup🔥♥️
Dinesh Gamage,Danena Thuru Maa ,Wow nanga..beautiful song
Dinesh Gamage,Danena Thuru Maa ,perfect
Dinesh Gamage,Danena Thuru Maa ,Vera level brow...❤❤❤💯💯💯💯👌👌👌👌💪💪💪💪
Dinesh Gamage,Danena Thuru Maa ,Best song ever
Dinesh Gamage,Danena Thuru Maa ,By
Dinesh Gamage,Danena Thuru Maa ,Video aka👍😍
Dinesh Gamage,Danena Thuru Maa ,So beautiful ❤❤❤❤
Dinesh Gamage,Danena Thuru Maa ,Wow i love your voice ❤
Dinesh Gamage,Danena Thuru Maa ,Lovely
Dinesh Gamage,Danena Thuru Maa ,This is sick men 😅 I do either listen to the audio and picture the video or watch this daily 🤭 such a masterpiece 🤟🏼
Dinesh Gamage,Danena Thuru Maa ,Ape place
Dinesh Gamage,Danena Thuru Maa ,Addicted! superb....🥺
Dinesh Gamage,Danena Thuru Maa ,Best of year
Dinesh Gamage,Danena Thuru Maa ,Lovely ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
Dinesh Gamage,Danena Thuru Maa ,So beautiful. I really love this.
Dinesh Gamage,Danena Thuru Maa ,Wow❤️... superb...❤️
Dinesh Gamage,Danena Thuru Maa ,Same my love story...I miss him.lot
Dinesh Gamage,Danena Thuru Maa ,Superb song ... 💕💕
Dinesh Gamage,Danena Thuru Maa ,Addicted to this song♥️🔥
Dinesh Gamage,Danena Thuru Maa ,Listening again and again 🥺❤️
Dinesh Gamage,Danena Thuru Maa ,Superb❤️w
Dinesh Gamage,Danena Thuru Maa ,Such a beautiful soothing song . Keep up the good work
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,Best😄
Dinesh Gamage,Danena Thuru Maa ,Again 💕
Dinesh Gamage,Danena Thuru Maa ,That voice❤️
Dinesh Gamage,Danena Thuru Maa ,It’s Heart melting song. I love it❤️😢
Dinesh Gamage,Danena Thuru Maa ,Speechless thats it
Dinesh Gamage,Danena Thuru Maa ,This is a beautiful song .I love so much this song .😍
Dinesh Gamage,Danena Thuru Maa ,This song is very beautiful l like this song
Dinesh Gamage,Danena Thuru Maa ,Word less .......awesome ❤
Dinesh Gamage,Danena Thuru Maa ,💯 para
Dinesh Gamage,Danena Thuru Maa ,Love this 😘❤
Dinesh Gamage,Danena Thuru Maa ,Best voice best beat and act.. its perfect 🥰🥰❤️
Dinesh Gamage,Danena Thuru Maa ,amazing
Dinesh Gamage,Danena Thuru Maa ,Magical ❤️
Dinesh Gamage,Danena Thuru Maa ,Still my favorite 🧡
Dinesh Gamage,Danena Thuru Maa ,Wow ❤️
Dinesh Gamage,Danena Thuru Maa ,Heart touching❤️
Dinesh Gamage,Danena Thuru Maa ,Very unique music
Dinesh Gamage,Danena Thuru Maa ,Intensely melodious ...wah...beautiful
Dinesh Gamage,Danena Thuru Maa ,Wow 😀😀😀😀
Dinesh Gamage,Danena Thuru Maa ,I love this song
Dinesh Gamage,Danena Thuru Maa ,What a song.... it was amazing feel ❤️🔥✨
Dinesh Gamage,Danena Thuru Maa ,Nice
Dinesh Gamage,Danena Thuru Maa ,This is one of great song after long time. Love it ❤️
Dinesh Gamage,Danena Thuru Maa ,Lovely song 💖💖
Dinesh Gamage,Danena Thuru Maa ,Superb song
Dinesh Gamage,Danena Thuru Maa ,Excellent
Dinesh Gamage,Danena Thuru Maa ,Best❤❤❤❤
Dinesh Gamage,Danena Thuru Maa ,Superb ❤️
Dinesh Gamage,Danena Thuru Maa ,Sexy
Dinesh Gamage,Danena Thuru Maa ,Soft voice🦋I love it♥️♥️♥️
Dinesh Gamage,Danena Thuru Maa ,Wow.
Dinesh Gamage,Danena Thuru Maa ,Nice song. Love it
Dinesh Gamage,Danena Thuru Maa ,Please release the new song.. cant wait more
Dinesh Gamage,Danena Thuru Maa ,you’re voice is medicine 🤍🤍
Dinesh Gamage,Danena Thuru Maa ,Nice💖💖💖💖💖💖💖💖
Dinesh Gamage,Danena Thuru Maa ,"I like this,love this..very interesting song.good work.good luck.👋patta creation..."
Dinesh Gamage,Danena Thuru Maa ,veery beautiful song all the best
Dinesh Gamage,Danena Thuru Maa ,Wow
Dinesh Gamage,Danena Thuru Maa ,Nice one
Dinesh Gamage,Danena Thuru Maa ,Heart touching song❤️🥺
Dinesh Gamage,Danena Thuru Maa ,Super
Dinesh Gamage,Danena Thuru Maa ,Great job brother.. this is the music that we all intended🖤💪
Dinesh Gamage,Danena Thuru Maa ,superb
Dinesh Gamage,Danena Thuru Maa ,Absolutely addicted 💗💗💗💞 heart touching video 💕👨‍❤️‍💋‍👨
Dinesh Gamage,Danena Thuru Maa ,GA ♥️
Dinesh Gamage,Danena Thuru Maa ,❤️ good luck ❤️
Dinesh Gamage,Danena Thuru Maa ,Wow superb feeling nice song ❤️
Dinesh Gamage,Danena Thuru Maa ,Fabulous..❤️ and heart touching creation..
Dinesh Gamage,Danena Thuru Maa ,Lovely song.
Dinesh Gamage,Danena Thuru Maa ,Super😘😘😘😘
Dinesh Gamage,Danena Thuru Maa ,Super.. all the best 😙
Dinesh Gamage,Danena Thuru Maa ,Love you❤❤❤
Dinesh Gamage,Danena Thuru Maa ,I like you
